Previsão,Real
1113.5097703530741,850.0
2000.157162898589,1400.0
4156.083597436934,2980.0
1038.8462972946722,1700.0
3045.4457857162133,2500.0
7999.184158491113,7800.0
4290.698213546101,5500.0
1501.5394656527187,1400.0
3558.7758129697195,5000.0
1188.1732434114758,1000.0
4917.430658028587,4800.0
5828.104664737043,4500.0
8879.992775976209,15000.0
3081.370314604037,2550.0
1850.8302167817856,1481.0
1412.163662586681,1000.0
9414.535002109904,7000.0
2334.73558402002,1600.0
6088.0196128000725,8440.0
889.5193511778689,983.0
5962.7192808462105,5810.0
3782.7662321449247,3300.0
4618.997130399024,2160.0
4532.215378011696,2500.0
5201.372220254558,4500.0
4529.400962728942,3650.0
1904.7222201680884,2500.0
7754.642634247853,3940.0
1038.8462972946722,1350.0
934.31743501291,1196.0
1537.4639945405424,1000.0
889.5193511778689,1133.0
1143.1547949723904,2300.0
2612.1772773734388,2670.0
6709.354011430228,7500.0
3209.2646972366083,2500.0
1038.8462972946722,1300.0
2797.4287523780663,2000.0
5774.212661350741,5000.0
2821.455366541008,3529.0
1337.5001895282794,1500.0
814.8558781194672,595.0
4305.410543553737,6500.0
6640.088584224157,6900.0
1038.8462972946722,900.0
10635.991600490026,11850.0
2298.811055132196,1950.0
6395.9877891889855,12300.0
5649.353058604968,3600.0
1352.2125195359151,900.0
1038.8462972946722,800.0
1492.6659107055016,1589.0
4469.229455074132,4500.0
1337.5001895282794,1380.0
6829.25629753176,12880.0
4380.074016612139,9500.0
5828.104664737043,6780.0
2149.4841090153927,2020.0
1985.444832890953,1700.0
9327.97361432662,15000.0
1038.8462972946722,850.0
2746.7918934826066,3300.0
3089.5827757391216,1820.0
4120.159068549109,4840.0
3708.102759086523,2530.0
665.5289320026636,900.0
3708.102759086523,2800.0
2298.811055132196,2426.0
1800.1933578863257,1500.0
5857.529324752316,6000.0
5774.65339055883,4800.0
4469.449819678176,3120.0
4991.873766482944,4500.0
5649.353058604968,4600.0
5813.392334729408,6420.0
5380.123826386633,4200.0
3380.0242068376438,2160.0
4394.786346619774,3740.0
2612.1772773734388,2377.0
4956.610331407253,7800.0
2472.1646154119417,1890.0
6147.970755850839,7500.0
3767.833537533244,6700.0
844.7212673428278,699.0
859.6539619545083,1000.0
2686.8407504318407,3250.0
7237.39636869137,10500.0
5081.469934153026,3500.0
3717.417043241829,2860.0
5604.114245561838,3800.0
7819.991823150948,6000.0
3842.7173751956907,5543.0
889.5193511778689,1300.0
5714.702247508063,5330.0
5401.336025266821,4500.0
7231.337229026908,4100.0
814.8558781194672,2000.0
2149.4841090153927,1390.0
2597.464947365803,3000.0
5365.411496378997,6000.0
4902.718328020951,10000.0
6395.9877891889855,4375.0
4105.446738541474,3000.0
2782.7164223704303,2200.0
1143.1547949723904,900.0
8870.678491820903,4000.0
889.5193511778689,1140.0
2955.629253442087,8000.0
5813.392334729408,4875.0
5206.770266106888,2295.0
4672.668769181282,3600.0
4818.740570807243,4000.0
3096.0826446116735,2370.0
964.1828242362706,935.0
2896.11883959941,3500.0
1038.8462972946722,1300.0
979.1155188479511,1700.0
1352.2125195359151,1000.0
2582.752617358167,2580.0
2248.1741962367364,1950.0
1053.5586273023084,1030.0
1686.790940657346,1070.0
10163.984147976673,10000.0
859.6539619545083,930.0
5001.408415242295,4300.0
1985.444832890953,3100.0
4974.12665658851,5810.0
4902.718328020951,11250.0
5394.836156394269,2750.0
2896.11883959941,2500.0
3409.448866852916,3800.0
5368.435856156661,6000.0
5045.545405265202,4500.0
1038.8462972946722,840.0
8745.378159867041,8000.0
1038.8462972946722,1100.0
3508.13895407426,3200.0
1486.8271356450828,2000.0
964.1828242362706,500.0
4156.083597436934,6000.0
1188.1732434114758,799.0
3857.429705203326,5500.0
740.1924050610654,950.0
4454.7374896705405,3600.0
964.1828242362706,1150.0
1686.790940657346,1555.0
4334.835203569009,4690.0
1388.137048423739,1220.0
1486.8271356450828,1000.0
4439.80479505886,15000.0
8139.857914264743,7900.0
1537.4639945405424,892.0
5171.506831031197,3400.0
1418.0024376470997,1500.0
7186.759509795911,4500.0
3358.812007957456,3000.0
889.5193511778689,759.0
4828.054854962549,5250.0
4156.083597436934,4200.0
1397.2309679750006,1600.0
1038.8462972946722,600.0
2000.157162898589,1500.0
3030.7334557085774,3199.0
2896.11883959941,2600.0
3857.429705203326,4000.0
3209.4850618406526,4000.0
2782.7164223704303,2000.0
635.663542779303,640.0
3224.1973918482886,3900.0
4768.103711911783,2200.0
4604.064435787344,5500.0
2746.7918934826066,1305.0
740.1924050610654,650.0
5649.353058604968,2300.0
3956.11979242467,5500.0
889.5193511778689,900.0
9695.892933766298,7875.0
2911.2718988151346,4500.0
964.1828242362706,969.0
2970.782312657812,2400.0
1188.1732434114758,830.0
1537.4639945405424,1150.0
2597.464947365803,1300.0
2582.752617358167,2040.0
1053.5586273023084,1550.0
3657.465900191063,2323.0
6625.81698342461,3080.0
1865.9832759975102,1310.0
964.1828242362706,800.0
5490.932192936903,3040.0
7022.720233671471,4125.0
9985.2325418446,15000.0
3379.8038422336,2500.0
4021.4689813277655,2600.0
1686.790940657346,1350.0
4604.064435787344,3950.0
7605.315688131049,5030.0
5828.104664737043,4590.0
4266.671599383159,5700.0
4618.5564011909355,3500.0
7849.416483166221,15000.0
3463.5612348432633,2800.0
10606.126211266665,8430.0
3508.13895407426,1900.0
1038.8462972946722,840.0
889.5193511778689,1300.0
964.1828242362706,1400.0
1970.5121382792727,2360.0
5252.009079150018,9690.0
740.1924050610654,850.0
3200.83187149748,3300.0
889.5193511778689,1200.0
1501.5394656527187,1538.0
2298.811055132196,1600.0
2224.147582073794,1650.0
3209.4850618406526,3300.0
3344.0996779498205,4190.0
740.1924050610654,1200.0
7700.089537049417,7890.0
2448.1380012489994,2800.0
859.6539619545083,1300.0
3036.131501560907,2163.0
3508.13895407426,2500.0
5021.739155706305,5500.0
2224.147582073794,2950.0
2298.811055132196,1800.0
10081.108213783189,4300.0
1188.1732434114758,1300.0
3812.6316213682853,3750.0
6097.333896955379,3800.0
8686.528839836497,13000.0
9486.835209202773,4700.0
4902.497963416906,3300.0
2328.6764443555567,3400.0
740.1924050610654,1150.0
8202.623472598263,8000.0
1725.529884827924,1800.0
8453.224136505985,5810.0
4021.4689813277655,5500.0
2797.4287523780663,6000.0
1217.818268030792,2704.0
1337.5001895282794,1400.0
2791.369612713603,2300.0
3380.0242068376438,2965.0
4454.7374896705405,4837.0
1836.1178867741496,1100.0
4117.124288662311,3750.0
2701.9938096475653,3950.0
1836.1178867741496,2000.0
1247.6836572541529,1550.0
3836.217506323139,2600.0
889.5193511778689,1500.0
1686.790940657346,2368.0
2722.7652793196644,3800.0
2597.464947365803,1900.0
2448.1380012489994,1800.0
2000.157162898589,1718.0
8715.95349985177,11250.0
3842.7173751956907,7650.0
1038.8462972946722,1128.0
889.5193511778689,1200.0
2597.464947365803,3280.0
740.1924050610654,950.0
4066.487429766851,5100.0
2746.7918934826066,1816.0
3583.022791736706,4500.0
7885.7817412621325,10000.0
1358.2716592003785,1600.0
1023.913602682992,935.0
2463.0706958606797,3700.0
1038.8462972946722,1200.0
3284.1485348990545,1700.0
3194.772731833017,2610.0
4290.698213546101,2800.0
1038.8462972946722,1300.0
3857.429705203326,2200.0
1038.8462972946722,900.0
1686.790940657346,1700.0
844.7212673428278,1350.0
5649.353058604968,3250.0
7252.108698699007,5000.0
844.7212673428278,2400.0
5962.7192808462105,2700.0
2149.4841090153927,1670.0
1113.5097703530741,1800.0
2030.2429167259938,2340.0
3096.0826446116735,3000.0
799.9231835077868,1550.0
2567.8199227464866,2035.0
1337.5001895282794,1120.0
4156.083597436934,6200.0
10194.510631012168,7030.0
4156.083597436934,3100.0
3529.3511529544476,9000.0
4911.812247572213,3500.0
11334.57310274816,15000.0
3394.73653684528,7400.0
4469.449819678176,2800.0
1188.1732434114758,5090.0
4096.352818990212,4200.0
7769.354964255488,6616.0
4902.718328020951,4530.0
4033.597680765826,12500.0
964.1828242362706,937.0
2298.811055132196,1300.0
1038.8462972946722,1200.0
3209.4850618406526,3000.0
5469.94035866076,5000.0
2313.523385139832,2000.0
3134.8215887822507,4125.0
2179.3494982387533,3900.0
3156.033787662439,12660.0
4260.612459718696,2500.0
5401.336025266821,6000.0
4505.374348566001,5000.0
6817.1275980937,5625.0
889.5193511778689,650.0
8901.204974856397,7300.0
4320.122873561372,3880.0
2448.1380012489994,1500.0
5111.335323376386,6900.0
2373.694892794642,3000.0
6709.354011430228,9970.0
7550.762590932613,6800.0
6589.451725328697,5000.0
3558.7758129697195,3255.0
6709.354011430228,5000.0
4618.77676579498,2500.0
665.5289320026636,800.0
5350.699166371362,3200.0
889.5193511778689,1200.0
1836.1178867741496,1700.0
1188.1732434114758,850.0
9575.990647664767,6500.0
2484.062530136823,1600.0
5529.450772503436,4000.0
770.0577942844261,780.0
1686.790940657346,1400.0
2552.666863530762,2300.0
2448.1380012489994,2000.0
1636.1540817618861,1500.0
1367.1452141475957,1049.0
6141.250522374242,6065.0
1188.1732434114758,1350.0
1038.8462972946722,839.0
740.1924050610654,750.0
3439.534620680321,3700.0
2000.157162898589,1700.0
964.1828242362706,1458.0
1686.790940657346,1581.0
7769.354964255488,6200.0
1337.5001895282794,1250.0
814.8558781194672,1739.0
4320.122873561372,10000.0
6276.085503087454,6000.0
2881.406509591774,2444.0
1388.137048423739,1500.0
8865.280445968572,10500.0
1337.5001895282794,1100.0
1761.4544137157477,800.0
